,沪深300
2007-05-23,98523168.0
2007-05-24,113814264.0
2007-05-25,95416616.0
2007-05-28,114041848.0
2007-05-29,113267224.0
2007-05-30,132739136.0
2007-05-31,126078248.0
2007-06-01,119924008.0
2007-06-04,90531016.0
2007-06-05,113768040.0
2007-06-06,95951512.0
2007-06-07,94190584.0
2007-06-08,89074744.0
2007-06-11,90982280.0
2007-06-12,99389776.0
2007-06-13,109452944.0
2007-06-14,86609184.0
2007-06-15,68779600.0
2007-06-18,87872912.0
2007-06-19,81540472.0
2007-06-20,86863016.0
2007-06-21,73739472.0
2007-06-22,79552376.0
2007-06-25,70031040.0
2007-06-26,58885112.0
2007-06-27,65290520.0
2007-06-28,66857980.0
2007-06-29,58920872.0
2007-07-02,49747312.0
2007-07-03,46409128.0
2007-07-04,38233716.0
2007-07-05,43225528.0
2007-07-06,51366512.0
2007-07-09,54073112.0
2007-07-10,51907868.0
2007-07-11,33628908.0
2007-07-12,31368120.0
2007-07-13,26893242.0
2007-07-16,29931856.0
2007-07-17,32553850.0
2007-07-18,45975824.0
2007-07-19,30258468.0
2007-07-20,55271120.0
2007-07-23,85276184.0
2007-07-24,76090736.0
2007-07-25,64597768.0
2007-07-26,65490244.0
2007-07-27,65021108.0
2007-07-30,75441584.0
2007-07-31,71375040.0
2007-08-01,79361664.0
2007-08-02,62887536.0
2007-08-03,78190472.0
2007-08-06,76164272.0
2007-08-07,83847136.0
2007-08-08,88988000.0
2007-08-09,72025784.0
2007-08-10,74962880.0
2007-08-13,85763168.0
2007-08-14,61157912.0
2007-08-15,63466428.0
2007-08-16,63594792.0
2007-08-17,63652120.0
2007-08-20,67812208.0
2007-08-21,74440592.0
2007-08-22,74028928.0
2007-08-23,68051880.0
2007-08-24,73769872.0
2007-08-27,82631456.0
2007-08-28,75066792.0
2007-08-29,72929456.0
2007-08-30,67298488.0
2007-08-31,66780356.0
2007-09-03,82849168.0
2007-09-04,79914832.0
2007-09-05,65364904.0
2007-09-06,70608576.0
2007-09-07,79298880.0
2007-09-10,65095672.0
2007-09-11,68806688.0
2007-09-12,61572252.0
2007-09-13,59746928.0
2007-09-14,60295624.0
2007-09-17,69403136.0
2007-09-18,71621808.0
2007-09-19,55880064.0
2007-09-20,56712136.0
2007-09-21,61106356.0
